WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.857347 -1.265468))",2021/10/11,fondolucy,"small_cars,foot",,,,school,,,,"1","11","0",,"iron_sheet,wood",iron_sheet,,,,"P O Bpx 15604-00100, Nairobi",gbaschools@gmail.com,,,"0727348954",,,,,yes,"3",,2_6_3_3_3,Ngei PAG,no,,,no,no,,,no,,,yes,,yes,"300","100",,"7200",,,,,,"2400",,,,"12000",,"1000",,mixed,no,no,,,,yes,,"265",yes,,"10",day_school,,,,yes,central_feeding,,,,no,Hare Krishna,no,no,no,,,Maureen Mumo,,,,,,"43","20","23",cbo,"3","3",,"2","0","1",,,,,,,pre_primary,,,,never,,,,node/9163860973,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335494613.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335363295.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335343762.jpg,,,,,,,,,,,,mathare,Golden Bells Educational centre,,,,Golden bells Educational centre,,,community_owned,,,outside_public_arranged,Center Eastleigh,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,water_tank,
"MULTIPOINT ((36.857026 -1.264593))",2021/10/16,mueschel,foot,,,,school,,,,"1","11","0",,"wood,iron_sheet,concrete",iron_sheet,,,,"P O Box 15604-00100, Nairobi",gbaschools@gmail.com,,,"0727348954",,,,,yes,"3",,2_6_3_3_3,Ngei PAG primary,no,,,no,no,,,no,,,yes,,yes,"300","100",,,"7200","12000",,,,"2400",,,,"12000",,"1000",,mixed,no,no,,,,yes,,"265",yes,,"10",day_school,,,,yes,central_feeding,,,,no,Hare Krishna,no,no,no,,,Maureen Mumo,,,,,,"109","51","58",cbo,"4","2","2","2","1",,,"2",,,,,primary,,,,never,,,,node/9163867300,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335468007.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335564833.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626335350197.jpg,,,,,,,,,,,,mathare,Golden Bells Education Centre,,,,Golden Bells Educational centre,,,community_owned,,,outside_public_arranged,Centre Eastleigh,,,,,,,,,,,,,,,,,,,,"1",yes,"1",yes,"1",,,,,,,water_tank,
"MULTIPOINT ((36.857307 -1.26542))",2021/10/11,fondolucy,"small_cars,big_vehicles,foot",,,,school,,,,"2","6","2",,iron_sheet,iron_sheet,,,,"0",,,,"0",,,,,yes,"10",,"8_4_4,2_6_3_3_3",St.Michaels Educational Centre,no,,,yes,yes,,,yes,,,yes,,yes,"300",,,,"900","900",,,,"0",,,,"900",,"0",,mixed,no,in_the_process,,,,yes,,"212",yes,,"8",day_school,,,,yes,yes,school_fees,,,yes,,yes,yes,yes,,,Jonathan Kaluki,,,,,,"255","135","120",cbo,"13","5","8","3","0","6",,"2",,,,,primary,,,,always,,,,node/9163900981,,,,,,,,,,,,,,,,mathare,Kanyaa Educational Centre,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.860457 -1.263924))",2021/11/25,muindre,"small_cars,foot big_vehicles",,,,school,,,,"3","11","0",,iron_sheet,iron_sheet,,,,"P O Box 71389-00622, Nairobi",danogutu@outlook.com,,,,,,,,yes,"3",,2_6_3_3_3,,yes,,,yes,yes,,Peace club,yes,,,no,,yes,"1500",,,"10800",,,,,,"2550",,,,"10800",,"1500",,mixed,no,moe,,,,yes,,,yes,,"11",day_school,,,,yes,central_feeding,,,,no,Feeding programme,yes,no,yes,,,Wycliffe Situma,,,,,,"92","43","49",foreign_donors,"3","3",,"3","0","0",,"0",,,,,pre_primary,,,,always,,,,node/9163908895,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253696335.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253762288.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253796888.jpg,,,,,,,,,,playground,,mathare,Mathare outreach community (Joy),,,,Community outreach centre,,,religious,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"9",yes,"5",,,,,,,tap,
"MULTIPOINT ((36.860667 -1.263836))",2021/10/11,fondolucy,foot,,,,school,,,,"1","4","1",,"concrete,iron_sheet,wood",iron_sheet,,,,"P O Box 71389-00622, Nairobi",mcosec@matharevalley.org,,,"0731885404",,,,,no,,,8_4_4,,yes,,,no,no,,,no,,,yes,,yes,"2000","1000",,,,,,,,"3000",,"500 projects,100 PTA,1000 lab practical,1000 development fund",,"20000",,"0",,mixed,no,moe,,,,no,,"3",yes,,"4",day_school,,,,yes,central_feeding,,,,no,,yes,no,no,,,Ann Omondi,,,,,,"25","13","12",local_ngos,"10","4","6","10","3",,,"0",,,,,secondary,,,,always,,,,node/9163975211,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626256078179.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626256216857.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626256224882.jpg,,,,,,,,,,playground,,mathare,MCO Mixed Secondary School,,,,Community Outreach Centre,,,religious,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"3",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.858194 -1.262999))",2021/10/11,fondolucy,foot,,,,school,,,,"2","6","1",,iron_sheet,iron_sheet,,,,"P O Box 77107, Nairobi",,,,"720018565",,,,,no,,,2_6_3_3_3,,no,,,no,no,,,no,,,yes,,yes,"200","0",,,"1300","1300",,,,"0",,,,"1300",,"300",,mixed,no,apbet,,,,yes,,,no,,"1",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,yes,,,Beatrice Lilian Otieno,,,,,,"25","13","12",other,"4","4","0","4","4","0",,"0",,,,,primary,,,,often,,,,node/9164035006,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626166410870.jpg,,,,,,,,,,,,,,mathare,Center of Hope and Transformation,,,,CBO,,,cbo,,,outside_public_arranged,MCEDO Primary school,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.858062 -1.262936))",2021/10/11,fondolucy,big_vehicles,,,,school,,,,"2","3","1",,iron_sheet,iron_sheet,,,,"P O Box 77107, Nairobi",Info@cohat.org,,,"0717124360",,,,,no,,,2_6_3_3_3,,no,,,no,no,,PPl,no,,,yes,,yes,"200","50",,"1300",,,,,,"0",,"0",,"3900",,"500",,mixed,no,mgcsd,,,,no,,,no,,"3",day_school,,,,no,yes,sponsored,,,yes,Feeding program.,no,yes,yes,,,Beatrice Lilian Otieno,,,,,,"3","3","0",foreign_donors,"0","3","0","3","0","0",,"0",,,,,pre_primary,,,,sometimes,,,,node/9164063621,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626166373283.jpg,,,,,,,,,,,,,mathare,Centre of Hope and Transformation,,,,run by a group,,,cbo,,,outside_public_arranged,Mcedo playground,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"1",,,,,,,water_tank,
"MULTIPOINT ((36.866701 -1.258504))",2021/10/16,mueschel,foot,,,,school,,,,"1","2","1",,iron_sheet,iron_sheet,,,,,puritymueniwasua@gmail.com,,,"0720667721",,,,,no,"0",,2_6_3_3_3,none,no,,,no,no,,none,yes,,,no,,yes,"200","300",,"8400",,,,,,,,,,"8400",,,,mixed,no,apbet,,,,no,,"0",yes,,"2",day_school,,,,no,no,,,,no,none,no,no,yes,,,Purity Wasua,,,,,,"52","32","20",cbo,"2","2","0","1","0",,"1","0",,,no,"0",pre_primary,,,,never,,,,node/9164093563,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466421988.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466452490.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466488465.jpg,,,,,,,,,,,,mathare,Happy Kids Education Centre,,,,happy kids education centre,,,cbo,,,no,,,,,,,,,,,,,,,,,,,,,"0",yes,"0",yes,"1",,,,,,,,
"MULTIPOINT ((36.867145 -1.258447))",2021/10/16,mueschel,"foot,small_cars",,,,school,,,,"2","2","0",,iron_sheet,iron_sheet,,,,,puritymweniwasua@gmail.com,,,"0720667721",,,,,no,"0",,2_6_3_3_3,none,no,,,no,no,,none,yes,,,no,,yes,"200","300",,,,,,,,,,,,"8400",,,,mixed,no,apbet,,,,no,,"0",yes,,"2",day_school,,,,no,no,,,,no,none,no,no,yes,,,Purity Wasua,,,,,,"16","8","8",,"2","1","1","2","0",,"0","0",,,no,"0",primary,,,,never,,,,node/9164114656,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466405091.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466556462.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627466505272.jpg,,,,,,,,,,playground,,mathare,Happy Kids Education Centre,,,,happy kids education centre,,,cbo,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,"1",,,,,,,,
"MULTIPOINT ((36.866904 -1.257768))",2021/10/11,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"3","3","0",,cement_block concrete mud,concrete,,,,10790-00400,sarmego@gmail.com,,,"0721440588",,,,,no,"0",,8_4_4,none,yes,,,yes,yes,,none,yes,,,yes,,yes,"300","100",,"6000",,,,,,"0",,,,"6000",,"0",,mixed,no,in_the_process,,,,yes,,"0",yes,,"3",day_school,,,,yes,yes,school_fees,,,yes,none,no,yes,yes,,,Mercy Mueni,,,,,,"88","42","46",cbo,"4","4","0","4","2",,"0","0",,,no,"0",pre_primary,,,,sometimes,,,,node/9164129614,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627372357662.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627372120967.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627372169547.jpg,,,,,,,,,,,,mathare,Samergo Glorious Educational Centre,,,,Samergo Glorious Educational Centre,,,individual,,,outside_public_arranged,,,,,,,,,,,,,,,,,outside_arranged,,,outside_public_arranged,,,,yes,,,,,,,,tap,
"MULTIPOINT ((36.867417 -1.257824))",2021/11/26,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","2","0",,"iron_sheet,wood",iron_sheet,,,,"PO Box 68526-00100, Nairobi",,,,"0711661720",,,,,no,"0",,2_6_3_3_3,none,yes,,,yes,yes,,none,no,,,yes,,yes,"200","100",,"6000",,,,,,"0",,,,"6000",,"0",,mixed,no,apbet,,,,yes,,"0",yes,,"2",day_school,,,,yes,no,,,,yes,none,no,no,yes,,,Sally J Korir,,,,,,"19","15","4",,"2","2","0","2","2",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9164147011,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375380307.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375433184.jpg,,,,,,,,,,,,mathare,St Rosa Education Centre,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.869531 -1.255374))",2021/10/11,muindre,"foot,big_vehicles,small_cars",,,,school,,,,"1","2","1",,"iron_sheet,concrete,wood",iron_sheet,,,,64250-00620,,,,"0711374605",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,no,,sponsored,"0","500",,,,,,,,"0",,That_500_per_year_is_for_school_upkeep,,,,"0",,mixed,no,in_the_process,apbet,,,no,,,yes,,"2",day_school,,,,no,yes,sponsored,,,yes,,no,no,no,,,Fredrick Matini,,,,,,"108","58","50",other,"2","2","0","2","2",,,,,,,,pre_primary,,,,always,,,,node/9164226171,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627549131867.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548900038.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627549216230.jpg,,,,,,,,,,,,mathare,Mother Kevin Community School,,,,Hands_of_care_and_Hope_org,,,religious,,,yes,,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"2",,,,,water_tank,,,
"MULTIPOINT ((36.869466 -1.255931))",2021/11/06,mueschel,foot,,,,school,,,,"1","5","0",,cement_block,iron_sheet,,,,11264-00400 Nairobi,hurumachapbafk@yahoo.com,,,"0733368183",,,,,,,,2_6_3_3_3,,no,,,no,no,,,no,,,no,,yes,"500","200",,"3000",,,,,,"3600",,,,"3000",,"200",,mixed,no,apbet,,,,yes,,"0",yes,,"5",day_school,,,,yes,central_feeding,,,,yes,Feeding programme,no,yes,no,,,Mary Wangila,,,,,,"7","3","4",,"1","1",,"1",,,,,,,,,pre_primary,,,,always,,,,node/9164228727,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548528836.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548602971.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548825551.jpg,,,,,,,,,,,,mathare,B.A.F Academy,,,,Brethren Assembly Fellowship Kenya,,,religious,,,no,,,,,,,,,,,,,,,,,,,,,"1",yes,"1",yes,"1",,,,,water_tank,,,
"MULTIPOINT ((36.869538 -1.256334))",2021/11/05,muindre,"foot,small_cars",,,,school,,,,"1","11","1",,concrete,iron_sheet,,,,54048-00200,slittlebees@yahoo.com,,,"0722761983",,,,,,,,"8_4_4,2_6_3_3_3",,,,,yes,yes,,Envrometal_club_and_young_farmers_club,yes,,,yes,,yes,"200","50",,,"3600","3600",,,,"0",,,,"3600",,"500",,mixed,no,mgcsd,,,,yes,,,no,,"8",day_school,,,,yes,no,,,,yes,,yes,yes,yes,,,Rebecca Barasa,,,,,,"141","77","64",,"9","5","4","6","6","0",,"0",,,,,primary,,,,sometimes,,,,node/9164230392,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456838105.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456854630.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627456904153.jpg,,,,,,,,,,,,mathare,Little Bees Children Self Help Group,,,,individual,,,individual,,,outside_public_arranged,Mathare north primary,,,,,,,,,,,,,,,,,,,yes,"2",,"4",yes,"1",,,,,tap,,,
"MULTIPOINT ((36.869544 -1.255473))",2021/10/11,muindre,small_cars foot big_vehicles,,,,school,,,,"5","9","1",,"iron_sheet,concrete,wood",iron_sheet,,,,64250-00620,odhiambofredrick256@gmail.com,,,"0711374605",,,,,,,,"8_4_4,2_6_3_3_3",St Claire primary schools,no,,,yes,yes,,Poems and dancing,yes,,,no,,sponsored,"0","500",,,,,,,,"0",,The school is fully sponsored,,,,"0",,mixed,no,in_the_process,apbet,,,no,,"272",yes,,"9",day_school,,,,yes,yes,sponsored,,,yes,,yes,no,no,,,Fredrick Matini,,,,,,"108","58","50",other,"11","8","3","9","9","2",,,,,,,primary,,,,always,,,,node/9164251364,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548977168.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627549002624.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627549258896.jpg,,,,,,,,,,,,mathare,Mother Kevin Community School,,,,Hands_of_care_and_hope_org,,,religious,,,yes,,,,,,,,,,,,,,,,,,,,yes,"2",,"4",yes,"4",,,,,water_tank,,,
"MULTIPOINT ((36.872198 -1.255019))",2021/11/06,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"2","3","1",,"cement_block,concrete",iron_sheet,,,,,,,,"0725520344",,,,,,,,"2_6_3_3_3,8_4_4",Ndururuno,no,,,no,no,,,no,,,no,,yes,"400","150",,"7500",,,,,,,,"150",,"7500",,,,mixed,no,apbet,,,,yes,,"0",yes,,"3",day_school,,,,yes,no,,,,no,,no,no,no,,,Elizabeth Nekesa,,,,,,"43","19","24",,"3","3",,"2",,"1",,,,,,,pre_primary,,,,always,,,,node/9164271503,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637091571.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637491665.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637659911.jpg,,,,,,,,,,,,mathare,Happy Springs Academy,,,,Elizabeth Nekesa,,,community_owned,,,outside_public_arranged,Masinde Muliro Grounds,,,,,,,,,,,,,,,,,,,,"1",yes,"2",yes,"3",,,,,tap,,,
"MULTIPOINT ((36.869491 -1.256007))",2021/10/11,muindre,foot,,,,school,,,,,"5","0",,"iron_sheet,concrete,cement_block",iron_sheet,,,,11264-00400,hurumachapbafk@yahoo.com,,,"0733368183",,,,,,,,2_6_3_3_3,,no,,,no,no,,,no,,,no,,yes,"500","200",,,"3000","3000",,,,"3600",,,,"3000",,"200",,mixed,no,apbet,,,,yes,,,yes,,"5",day_school,,,,yes,central_feeding,,,,yes,Mentorship_program,no,yes,no,,,Mary Wangila,,,,,,"11","5","6",,"1","1",,,,"1",,,,,,,primary,,,,always,,,,node/9164282518,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548690003.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548758387.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627548846746.jpg,,,,,,,,,,,,mathare,B.A.F academy,,,,Brethren Assemblies Fellowship Kenya,,,religious,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,water_tank,,,
"MULTIPOINT ((36.872292 -1.256297))",2021/10/11,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"2","12","2",,"cement_block,concrete",concrete,,,,"53394",Patsuecare@gmail.com,,,0777889560 or 0115211046,,,,,,,,"8_4_4,2_6_3_3_3",Huruma Primary School,no,,,yes,yes,,,yes,,,yes,,yes,"200","0",,,"800","1000",,,,"0",,,,"3000",,"0",,mixed,no,mgcsd,,,,yes,,"327.7",yes,,"8",day_school,,,,yes,no,,,,yes,,no,no,yes,,,Susan Otieno,,,,,,"78","38","40",other,"10","6","4","10","7","3",,,,,,,primary,,,,sometimes,,,,node/9164304693,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627554410334.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627554430668.jpg,,,,,,,,,,,,mathare,Patsue Care Centre,,,,Community Based Organization,,,cbo,,,yes,,,,,,,,,,,,,,,,,,,,yes,"1",,"5",yes,"5",,,,,tap,,,
"MULTIPOINT ((36.86769 -1.25789))",2021/10/11,Peter Agenga,foot,,,,school,,,,"1","1","0",,concrete,iron_sheet,,,,"PO Box 10790-00400, Nairobi",piweroffaith@yahoo.com,,,"0723446113",,,,,no,"0",,2_6_3_3_3,No,no,,,no,no,,none,no,,,no,,yes,"500",,,"2500",,,,,,"900",,,,"7500",,"100",,mixed,no,moe,,,,yes,,"0",yes,,"2",day_school,,,,yes,yes,school_fees,,,yes,none,no,no,yes,,,Fridah Mwende,,,,,,"24","14","10",,"1","1","0","1","0",,"0","0",,,no,"0",pre_primary,,,,always,,,,node/9164495804,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467056774.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467119192.jpg,,,,,,,,,,,,mathare,Power of Faith Education Centre,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.867738 -1.257663))",2021/10/11,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"2","5","0",,"iron_sheet,wood",iron_sheet,,,,"PO Box 52830-00200, Nairobi",josacomcentre@yahoo.com,,,"0733165325",,,,,no,"0",,2_6_3_3_3,none,yes,,,no,yes,,none,no,,,yes,,yes,"200","100",,"2700",,,,,,"900",,,,"8100",,,,mixed,no,mgcsd,,,,yes,,"0",yes,,"5",day_school,,,,yes,no,,,,yes,none,no,no,no,,,Joseph Ajetsi,,,,,,"92","56","36",,"3","3","0","3","0",,"0","0",,,no,"0",pre_primary,,,,sometimes,,,,node/9164533768,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627378229445.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627378351833.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627378305633.jpg,,,,,,,,,,playground,,mathare,Josama Community School,,,,cbo,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.872329 -1.256396))",2021/10/11,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","5","1",,"cement_block,concrete",concrete,,,,"53394",patsuecare@gmail.com,,,"0777889560",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,no,,yes,"200","209",,"1600",,,,,,"0",,,,"1600",,"0",,mixed,no,mgcsd,,,,yes,,,yes,,"5",day_school,,,,no,yes,school_fees,,,yes,,no,no,yes,,,Susan Otieno,,,,,,"79","47","32",other,"4","4",,"4","4",,,,,,,,pre_primary,,,,sometimes,,,,node/9165286734,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627554293872.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627554251148.jpg,,,,,,,,,,,,mathare,Patsue Care Centre,,,,Community Based Organization,,,cbo,,,yes,,,,,,,,,,,,,,,,,,,,yes,"2",,"4",yes,"4",,,,,water_tank,,,
"MULTIPOINT ((36.872156 -1.255004))",2021/10/11,muindre,foot,,,,school,,,,"2","8","1",,"concrete,cement_block,iron_sheet",iron_sheet,,,,,,,,"0725520344",,,,,,,,"8_4_4,2_6_3_3_3",Ndurumo primary school,no,,,no,no,,,no,,,no,,yes,"400","150",,,"9000","9000",,,,,,150 for assessment,,"9000",,,,mixed,no,in_the_process,apbet,,,yes,,,yes,,"11",day_school,,,,yes,no,,,,no,,no,no,no,,,Elizabeth Nekesa,,,,,,"111","62","49",,"8","5","3","5","1","3",,,,,,,primary,,,,always,,,,node/9165314982,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637543022.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637582963.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627637721292.jpg,,,,,,,,,,,,mathare,Happy Spring Academy,,,,Elizabeth Nekesa,,,community_owned,,,outside_public_arranged,Huruma grounds,,,,,,,,,,,,,,,,,,,yes,"1",,"2",yes,"3",,,,,water_tank,,,
